"CHS_No","주5일이상아침식사결식률_청소년","신체이미지왜곡인지율_청소년","월간체중감소시도율_청소년","월간체중감소시도자의부적절한체중감소방법시도율_청소년","현재음주자의주류구매용이성_청소년","구매시도자의주류구매용이성_청소년","평생음주경험률_청소년","현재음주율_청소년","위험음주율_청소년","현재음주자의위험음주율_청소년","문제음주율_청소년","현재음주자의문제음주율_청소년","학교에서식사전비누이용손씻기실천율_청소년","집에서식사전비누이용손씻기실천율_청소년","주중평균수면시간_청소년","주관적수면충족률_청소년","학교에서점심식사후칫솔질실천율_청소년","주3일이상격렬한신체활동실천율_청소년","주3일이상근력강화운동실천율_청소년","안전띠착용률","횡단보도정지선준수율","횡단보도신호준수율","이륜차승차자안전모착용률","현재흡연자의담배구매용이성_청소년","구매시도자의담배구매용이성_청소년","주1일이상가정내간접흡연노출률_청소년","현재흡연율_청소년","매일흡연율_청소년","월20일이상흡연율_청소년","평생흡연경험률_청소년","미세먼지연간환경기준초과지역인구밀도","평균기온","평균최고기온","평균최저기온","최고기온","최저기온","합계강수량","합계일조시간","평균습도","지진발생횟수","공원수","공원면적","인구천명당도시공원조성면적","행정구역면적","체육시설수_전체","체육시설수_운동장","체육시설면적_전체","체육시설면적_운동장","인구천명당.체육시설수","인구천명당.체육시설면적","스포츠서비스업수","주점업수","패스트푸드점수","상수도보급률","하수도보급률","도로포장률","도로면적_합계","도로면적_일반도로","도로면적_자동차전용도로","도로면적_보행자전용도로","도로면적_자전거전용도로","도로면적_고가도로","도로면적_지하도로","보행자전용도로면적비율","의사수","치과의사수","한의사수","약사수","물리치료사수","작업치료사수","사회복지사수","인구천명당의료기관종사의사수","전문의합계","내과전문의","신경과전문의","정신건강의학과전문의","외과전문의","정형외과전문의","신경외과전문의","흉부외과전문의","성형외과전문의","마취통증의학과전문의","산부인과전문의","소아청소년과전문의","안과전문의","이비인후과전문의","피부과전문의","비뇨기과전문의","영상의학과전문의","방사선종양학과전문의","병리과전문의","진단검사의학과전문의","결핵과전문의","재활의학과전문의","핵의학과전문의","가정의학과전문의","응급의학과전문의","직업환경의학과전문의","예방의학과전문의","요양기관수_전체","요양기관수_상급종합병원","요양기관수_종합병원","요양기관수_병원","요양기관수_요양병원","요양기관수_의원","요양기관수_치과병원","요양기관수_치과의원","요양기관수_조산원","요양기관수_보건의료원","요양기관수_보건소","요양기관수_보건지소","요양기관수_보건진료소","요양기관수_한방병원","요양기관수_한의원","요양기관수_약국","의원_합계","의원_내과","의원_신경과","의원_정신건강의학과","의원_외과","의원_정형외과","의원_신경외과","의원_흉부외과","의원_성형외과","의원_마취통증의학과","의원_산부인과","의원_소아청소년과","의원_안과","의원_이비인후과","의원_피부과","의원_비뇨기과","의원_영상의학과","의원_병리과","의원_진단검사의학과","의원_결핵과","의원_재활의학과","의원_핵의학과","의원_가정의학과","의원_전문과목미표시전문의","의원_일반의","일반회계중보건세출비중","의료기관진료실인원_전체","의료기관진료비_전체","의료기관진료실인원_입원","의료기관진료비_입원","의료기관진료실인원_외래","의료기관진료비_외래","고혈압_진료실인원","고혈압_진료비","당뇨병_진료실인원","당뇨병_진료비","치주질환_진료실인원","치주질환_진료비","관절염_진료실인원","관절염_진료비","정신질환_진료실인원","정신질환_진료비","전염병_진료실인원","전염병_진료비","간질환_진료실인원","간질환_진료비","위암_진료실인원","위암_진료비","간암_진료실인원","간암_진료비","폐암_진료실인원","폐암_진료비","대장암_진료실인원","대장암_진료비","유방암_진료실인원","유방암_진료비","자궁경부암_진료실인원","자궁경부암_진료비","dia_grade","hbp_grade","dys_grade"
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.51075373,68.87451,91.13447119,72.26933852,0,0,0,0,0,0,0,250.1111111,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,39.44444444,282195,2.752222222,38205143.67,2.111111111,2.111111111,33302.44444,33302.44444,0.020590496,330.10566,11.88888889,187.3333333,64,99.97777778,98.97777778,78.72224682,1069457.222,1069457.222,0,0,0,0,0,0,967.4444444,176.1111111,49.88888889,192.2222222,103.3333333,6.333333333,19.44444444,11.54333333,516.4444444,111.6666667,15.77777778,26.88888889,37.44444444,27.11111111,20.33333333,11.33333333,16.22222222,25.44444444,24.88888889,24.77777778,23.44444444,20.44444444,18.11111111,17.33333333,18.55555556,2.444444444,12,9.333333333,0.111111111,7,4.111111111,25.55555556,13.22222222,2,0.888888889,331.1111111,2,1,7.888888889,3.555555556,123,1,53.11111111,0.777777778,0,1,0,0,3.666666667,31.11111111,103,123,19.33333333,1.333333333,4.111111111,4.111111111,2.333333333,3.777777778,0.111111111,8.333333333,4.333333333,5.333333333,2.777777778,7.333333333,7.666666667,7.777777778,6.444444444,1.333333333,0.666666667,0,0,1,0,6.111111111,17.66666667,11.11111111,2.321422222,589615.3333,479586430.4,73523,226116025.6,576395.3333,228070964,12209.44444,6542433.667,5734.555556,4181138.889,33180.66667,4264045.889,12690.66667,4490303.444,6706.555556,13302881.11,22016.33333,4092652.556,2732.666667,1110405.667,640.2222222,1126460.222,186.6666667,1203090.111,182.8888889,1284383.333,310.2222222,1468824.667,248.7777778,1126709.111,66.11111111,214008.7778,"A","B","A"
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.34697271,69.03550667,85.49180402,84.89141519,0,0,0,0,0,0,0,147.4522144,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,91.44444444,3988932.111,12.82555556,36925992,1,1,1767,1767,0.003074647,5.722734789,23,346.2222222,108.6666667,99.85555556,99.85555556,78.72224682,2119075.444,2119075.444,0,0,0,0,0,0,515.8888889,168.5555556,124.8888889,192.7777778,152.6666667,9.555555556,26.22222222,2.615555556,479.7777778,66.66666667,6.111111111,16.22222222,38.66666667,24.66666667,26.66666667,5.555555556,16.11111111,26.22222222,48,37.44444444,29,21.22222222,18.33333333,15.55555556,20.22222222,0,0.555555556,5.777777778,0.111111111,5,0,37.22222222,9.555555556,1.888888889,3,579.5555556,0,4.777777778,13.22222222,4.555555556,212.6666667,4.222222222,122.3333333,0,0,1,0,1,9.222222222,82.33333333,124.2222222,212.6666667,26.77777778,0.888888889,6.777777778,9.333333333,6.444444444,3.111111111,0.888888889,13.77777778,5.666666667,10.22222222,9.444444444,8.111111111,14.88888889,13.77777778,6.888888889,2,0,0,0,2.111111111,0,5.777777778,43.66666667,22.11111111,2.6982,712525.8889,303254207.1,65196.55556,99867025.22,704245.5556,185115241.4,25634.11111,13228587,11929.55556,8827941.556,99581.88889,11151553.22,28893.77778,9769855.333,14035.88889,24885264,72993.88889,11723559.33,7179.222222,2336533.778,1520.444444,2110355.667,358.1111111,2385268.111,413.1111111,2715276.111,640.5555556,3027166.889,646.5555556,3045637.111,170.3333333,466554.1111,"C","C","B"
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.12158906,61.99560556,88.2590945,75.20145929,0,0,0,0,0,0,0,0,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,74,1442829.222,6.597777778,47445684,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,12.44444444,154.6666667,75.33333333,99.93333333,97.76666667,78.72224682,2009573.889,1983792.778,0,25781.11111,0,0,0,1.279329566,404.3333333,102.5555556,118.1111111,153.5555556,174.1111111,26.66666667,16.77777778,2.87,316.4444444,58.33333333,3.555555556,9.444444444,20.77777778,26.77777778,13.33333333,0.888888889,0.333333333,18.11111111,31.22222222,29.44444444,9.555555556,18.11111111,5.222222222,12.44444444,12.33333333,0,6.888888889,4.333333333,0,10.55555556,0.333333333,16.66666667,5.555555556,0,2.222222222,361.8888889,0,3,8.666666667,5.333333333,109.8888889,0,82.11111111,0,0,1,0,2,8.777777778,42.33333333,98.77777778,109.8888889,18.11111111,1,1.777777778,2.111111111,6.444444444,3.888888889,0,0,4.222222222,5,8.555555556,4.777777778,9.888888889,4,3,0,1,0,0,0.666666667,0,7.111111111,19.88888889,8.444444444,2.375977778,517442.8889,289617503.4,56670.66667,126590888.8,508863.6667,147628800.1,21757.55556,11559719.67,10008,7096339.111,72392.66667,8640641.111,24140.88889,8229150.222,10909.55556,21105804.22,49884.11111,8362682.556,5320.666667,2014221.778,1212.222222,1928070.556,292,2066417.222,340.3333333,2291233.667,529.1111111,2653966.333,529.1111111,2549139.444,150.6666667,408212.7778,"B","C","B"
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.46525389,72.27962111,90.2671926,68.75215466,0,0,0,0,0,0,0,432.7777778,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,156.6666667,6203538.111,13.86333333,93886824.78,2.378175746,1.982754741,424403.3121,37143.78769,0.014399221,3693.257408,39.55555556,423,187.4444444,99.64444444,98.98888889,78.72224682,3936072.778,3901890.333,0,34182.44444,0,0,0,0.864875647,581.8888889,244.3333333,143.6666667,284.5555556,313.2222222,49.44444444,36.55555556,2.146666667,555,101.1111111,7.555555556,26.66666667,45.44444444,45.44444444,18.44444444,3.444444444,2.333333333,33.55555556,49.44444444,50.66666667,12.55555556,27.11111111,17.55555556,13.44444444,20,0,0.444444444,5.777777778,0,15.55555556,0,51.11111111,7,0.333333333,0,727.4444444,0,4.777777778,19.77777778,8.222222222,240.2222222,1,156,0.888888889,0,1,0,0,17.88888889,87.44444444,190.2222222,240.2222222,43.33333333,0.333333333,9.111111111,8.555555556,11.77777778,1.222222222,0.777777778,1,10.11111111,11.55555556,18.66666667,9.888888889,18.88888889,12.22222222,7.555555556,0,0,0,0,4.888888889,0,16.11111111,33.33333333,20.88888889,2.388277778,782798,429847592.6,86956.55556,164611801.4,771849.6667,239072085.2,40031.77778,20489386.56,18977.66667,13556834,145111.8889,16878697.78,45990.44444,15881926.56,21962.66667,37398850.11,109498.6667,17681055.44,10169.33333,3602818.333,2191.111111,3547540.333,526.3333333,3617942.889,566.1111111,3833898.556,975.7777778,4776265.111,961,4937983.111,258.8888889,714186.1111,"B","B","A"
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75574509,56.82735378,89.34442537,72.1852244,0,0,0,0,0,0,0,44743.66667,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,196,3442910.444,8.887777778,173356573,3,3,47065,47065,0.007970669,125.9562637,24.66666667,261.1111111,151.3333333,97.83333333,96.48888889,78.72224682,5617278.111,5491033.111,30015,96230,0,0,0,1.731842084,557.1111111,166.6666667,114.5555556,233.1111111,213.2222222,21.44444444,25.66666667,2.217777778,482.4444444,79.77777778,8.666666667,15,38.77777778,38.55555556,16.66666667,5.555555556,0.444444444,24,39.77777778,56.88888889,10.77777778,27.44444444,11.44444444,14.66666667,19.22222222,0,1.555555556,5.444444444,0,8.111111111,1.888888889,43.66666667,9.888888889,2,2.222222222,523,0,5.444444444,14.88888889,10,169.8888889,2.111111111,110,0.444444444,0,1,0.666666667,7,10.44444444,59.22222222,131.8888889,169.8888889,23.33333333,0.888888889,2,7.444444444,3.444444444,2.222222222,0,0.444444444,4.444444444,12.66666667,18.66666667,8,16.66666667,8.666666667,5.111111111,0,0.333333333,0,0,0.222222222,0,12.44444444,23.55555556,19.33333333,2.369766667,653304.6667,413857704.3,82965.11111,175236782.9,643835.1111,217814708,27325.55556,14506052.11,12548.11111,9433979.222,120855,12755839.67,32667.88889,10976293.56,14772,25792047.11,95715.11111,16261658.89,7678.888889,2728239.444,1581.333333,2491332.333,367,2487221.556,388.2222222,2711836.222,601.2222222,3050535.111,622.4444444,3276169,209.2222222,564786.1111,"B","C","C"
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.21009417,77.53815778,86.23166151,69.03570419,0,0,0,0,0,0,0,0,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,83.33333333,531086.7778,2.162222222,106278380.4,2.777777778,2.777777778,6730.222222,6730.222222,0.011374304,27.56475107,12.22222222,136.7777778,124.1111111,99.82222222,98.45555556,78.72224682,2453012.778,2431200.778,756,21056,0,0,0,0.860696695,236.7777778,80.33333333,98.88888889,148.7777778,115,1.888888889,14.22222222,1.693333333,217.2222222,38.55555556,4.555555556,9.222222222,21.33333333,17.55555556,6.222222222,4.777777778,0.444444444,10.44444444,15.66666667,14.22222222,8.222222222,11.44444444,1.222222222,8.666666667,5.333333333,0,0.111111111,1,0,5.666666667,0,28.66666667,2.444444444,0.111111111,1.333333333,422.7777778,0,1,1.888888889,8.777777778,144.5555556,0.111111111,66.11111111,0,0,1,1.777777778,1,1,79.77777778,115.7777778,144.5555556,25.44444444,1.666666667,5.555555556,4.111111111,12.66666667,1.333333333,0,0.444444444,4,4.555555556,7.777777778,6.111111111,10.33333333,1,6.555555556,2,0,0,0,4.111111111,0,10.44444444,19.77777778,16.66666667,2.363688889,442147,189174683.9,17033,49601203.11,438930.6667,126670586.9,28436.77778,14487399,13013.77778,9697561.889,75361.88889,9096616.889,29638.33333,10294677.56,14380.33333,15679715,48152.22222,7998229,6254.555556,2079577.111,6254.555556,2079577.111,276,2034174.333,327.4444444,2573243,612.4444444,3013290.444,575.5555556,2314604.889,152.8888889,445601,"B","A","B"
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.99601241,81.03019222,84.35824121,73.88638037,0,0,0,0,0,0,0,0,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,88.22222222,499145.1111,1.905555556,48326866.22,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,17.22222222,198.4444444,115.2222222,99.75555556,99.34444444,78.72224682,2243224.444,2227742.667,0,15481.77778,0,0,0,0.694297424,1037.777778,132.5555556,119.2222222,264.2222222,221,43.11111111,31.33333333,4.922222222,666.3333333,149.5555556,18.66666667,32.77777778,45.44444444,48.44444444,22.22222222,12.11111111,9,34.77777778,38.55555556,33,22.88888889,25,15.22222222,18.33333333,30.44444444,4.333333333,11.66666667,7,1.777777778,19.55555556,3.444444444,42.88888889,14.66666667,2,2.555555556,535.2222222,1,2,6.888888889,13,186.7777778,1,89.55555556,1,0,1,1,1,1,85.22222222,144.7777778,186.7777778,32.22222222,0,16.33333333,6.333333333,16.66666667,0.111111111,0,1.555555556,4.222222222,9.111111111,10.88888889,5.666666667,10.55555556,7.222222222,7.666666667,1.444444444,0,0,0.777777778,6.111111111,0,4.222222222,27.88888889,17.77777778,2.549244444,736037.1111,610757715.3,79038.55556,264441513.1,728623.5556,313002692.3,29642,14828291.89,14024.55556,9836215.111,85066.55556,10257368.89,30971.22222,10506674.67,15932,16592191,52919,8473431.444,6442,2040859.667,6442,2040859.667,310.1111111,2347595.889,371,2930028.222,726.6666667,3339663.556,664.3333333,2760442.778,159.7777778,426236.7778,"B","B","B"
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.97096568,74.79365444,87.61142307,75.8520668,0,0,0,0,0,0,0,0,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,128.7777778,6957885.333,14.00666667,74245231.11,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,34.11111111,342.7777778,228.7777778,99.74444444,99.65555556,78.72224682,2762389.222,2527477.889,14580,165073.6667,41252.88889,0,14004.77778,6.047504821,1281.333333,281.6666667,261.4444444,377.6666667,273.1111111,16.55555556,17.55555556,3.674444444,970.5555556,163.3333333,22.77777778,30,62.77777778,68,41.11111111,20,36.33333333,49.33333333,97.33333333,74.44444444,44.44444444,34.88888889,32.44444444,29.11111111,45.88888889,4.222222222,12.66666667,6.555555556,0.333333333,19.22222222,1.777777778,60.44444444,9,3.888888889,0.222222222,1020.555556,0.444444444,1.777777778,19.77777778,9.666666667,398,1.888888889,191.3333333,0.111111111,0,1,2,1,2.777777778,172,218.7777778,398,57.88888889,6,15.22222222,18.33333333,23.88888889,6.222222222,2.777777778,23.11111111,10.22222222,21.22222222,23.55555556,18.22222222,23.66666667,18.11111111,16,4,1.888888889,1,0,11.44444444,0,4.666666667,56.88888889,33.66666667,3.3978,1174031,713748006.8,120263.2222,261110144.3,1164547.444,410164562.8,45473.11111,22301447.33,19753.66667,13806598.22,162381.4444,18292922,49185.55556,15086050.89,24803.88889,23124420.44,105367.1111,14938987.67,12683.77778,3023376.444,12683.77778,3023376.444,422.8888889,3103442.778,543.3333333,4191743.556,1111,4927695.222,1224.111111,4636670.222,260.5555556,666237.1111,"B","B","B"
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3655164,75.76832,86.88909106,64.51584044,0,0,0,0,0,0,0,167.1111111,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,179.8888889,6646041.667,22.34666667,128581817.2,6.666666667,3.777777778,1103040.333,118925.1111,0.022021696,3644.160892,19.77777778,202.2222222,148.5555556,99.58888889,90.81111111,78.72224682,3767644.444,3096715.222,0,216815.2222,454114,0,0,5.886101829,336.2222222,129.7777778,96,150.6666667,226,84.44444444,13.55555556,1.84,311.5555556,46.22222222,11.44444444,14,14.55555556,24.11111111,4.888888889,5,2.222222222,11.88888889,22.66666667,30,9.333333333,20.44444444,7.777777778,10.88888889,12.66666667,0.555555556,1.777777778,3.888888889,0,15.33333333,1,31.77777778,4.888888889,4,0.222222222,446.3333333,0,1,4.333333333,7.666666667,151.7777778,2,78.77777778,0,0,1,2,4,0,81.33333333,112.4444444,151.7777778,21.44444444,2,3.444444444,4.111111111,11.66666667,0,1,0.222222222,4.333333333,10.22222222,19.44444444,5.666666667,14.55555556,4,7,0,0,1,0,2.333333333,0,6.111111111,20.22222222,13,4.379122222,527297.6667,193522032,16295.33333,59207774.67,524093.6667,122986179.8,24318.88889,11340689.78,10426.55556,7093360.556,103476.1111,10858752.89,25589.11111,7529628.889,14563.22222,13598658.22,68971.88889,9502229.889,7337.222222,1688704.778,7337.222222,1688704.778,246,1765055.889,286.5555556,1953562.667,591.8888889,2532286.111,763.8888889,2903885.333,125.3333333,337736.7778,"C","C","B"
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.88734317,79.64333889,90.56073758,64.74836872,0,0,0,0,0,0,0,972.8888889,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,84.11111111,1766993.222,8.621111111,53369327.11,1.555555556,1.555555556,81205.66667,81205.66667,0.007776295,402.1958048,13,136.1111111,94.66666667,99.81111111,97.81111111,78.72224682,2389525.889,2352624.778,0,36901.11111,0,0,0,1.550588258,252.8888889,66.22222222,54.55555556,140,159.4444444,34.22222222,12.11111111,1.837777778,212.5555556,38.55555556,4.222222222,8.666666667,13.33333333,20.88888889,5.555555556,2.888888889,0.111111111,9.666666667,14.88888889,11.77777778,5.666666667,10.22222222,4.666666667,7.555555556,8.222222222,0,0,2,0.555555556,12.11111111,0,25.11111111,1.555555556,4.333333333,0,307.7777778,0,1.555555556,3.888888889,4.222222222,109.4444444,0.555555556,47.88888889,0,0,1,1,1,0.222222222,45.44444444,91.55555556,109.4444444,14.33333333,0.111111111,3,2,9.777777778,1,0,0,3.444444444,7.888888889,6.777777778,3.555555556,8.111111111,1.666666667,2.888888889,1.444444444,0,0,0,3,0,3.888888889,20.66666667,15.88888889,1.958533333,387933.1111,172506413.1,15989.11111,47017178.22,385391,113085598.1,22168.33333,11444982.22,9481.222222,6850259.556,64848.55556,7436219.444,22099.55556,7284752.667,10694,10816031.33,42264.44444,6725641.111,5287.222222,1502497.556,5287.222222,1502497.556,217.5555556,1666881.444,237.6666667,1800580.222,455.2222222,2052083.556,455.8888889,1913366.778,125.4444444,346725,"A","B","B"
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.98967178,88.902635,78.8654312,83.39016559,0,0,0,0,0,0,0,3639.785548,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,99.66666667,2654005.667,11.20444444,28778628.78,4.222222222,4.222222222,129602.1111,129602.1111,0.017805532,548.0226376,11,201.4444444,103.1111111,99.92222222,99.66666667,78.72224682,1923315.778,1873012,0,50303.77778,0,0,0,2.619484916,260.7777778,70.11111111,61,126.1111111,98.22222222,13.88888889,8,1.66,220.3333333,45.55555556,4.777777778,5.111111111,12.22222222,16.66666667,6.555555556,7.888888889,5.555555556,12.33333333,15.55555556,17.66666667,10,10.22222222,4.111111111,4.888888889,9.777777778,0,1.222222222,1.222222222,1,4.333333333,0,16.88888889,2.888888889,3.777777778,0.111111111,308.1111111,0,1,8.888888889,5.222222222,100,0,62.22222222,0,0,1,0,0,0,51,78.77777778,100,15.33333333,0,3,1.444444444,4.222222222,1.666666667,0.111111111,1.555555556,2.555555556,4.555555556,9,5.111111111,8.222222222,3.333333333,2.333333333,0,0,0,1,1.333333333,0,7.666666667,14.33333333,13.22222222,2.729555556,388358.3333,200121313.9,30713.55556,69800100.56,384424,117887908.2,22699.88889,11205757.78,10139.88889,7149702.667,68592.77778,7486714.889,23230.44444,7716879.667,10864.33333,15599395.33,53097.33333,8372872.333,5867,1719249.444,5867,1719249.444,263.2222222,1891039.556,259.7777778,2076414.889,515.7777778,2208657.111,503.3333333,2125176.444,86.66666667,314723,"B","C","B"
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.29983143,82.22715222,84.2969546,77.45115958,0,0,0,0,0,0,0,41952.33333,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,117.3333333,8989513.778,26.04888889,56575909.22,1.777777778,1.777777778,21330.44444,21330.44444,0.005281068,61.85196246,34.88888889,611,158.7777778,99.96666667,99.96666667,78.72224682,2787604.667,2755103.889,0,29242.11111,3258.666667,0,0,1.049945062,553.8888889,193.3333333,168.5555556,222.3333333,174.8888889,13.11111111,17.88888889,2.657777778,506.3333333,79.88888889,5.888888889,18.66666667,36.66666667,34.44444444,21.11111111,7.111111111,17.33333333,29.77777778,64.88888889,32.77777778,23.33333333,23.77777778,13.44444444,23.77777778,24.66666667,0,1.222222222,0.333333333,0,6.888888889,1,28.66666667,2.888888889,5.777777778,2,689.4444444,0,1.555555556,19.55555556,16.88888889,237.7777778,3.111111111,149.1111111,0,0,1,1,0,2.777777778,117.8888889,138.7777778,237.7777778,31.55555556,0,7,6.444444444,12.11111111,2.444444444,2.777777778,10.33333333,10,19.88888889,11.66666667,10.33333333,14.44444444,9.222222222,14.33333333,3,0,0,0,2.222222222,0,1.888888889,40.22222222,27.88888889,2.834833333,756833.2222,399234487.8,72847,135243452.4,751082.7778,238704586.2,30918.55556,15055003.33,13248.11111,9077539.333,104358.5556,10774295.44,31673.55556,9358769.444,15034.77778,18966351.44,75992.77778,11256610.56,8388.111111,2334051.222,8388.111111,2334051.222,339.1111111,2506442.111,321.1111111,2523420,695.4444444,2990215.222,768.3333333,3149580.444,153.8888889,430702.7778,"B","B","B"
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.95511453,76.48530667,80.88068762,88.80220726,0,0,0,0,0,0,0,526.8888889,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,59.55555556,4357434,25.03888889,27998802.22,2.483800724,1.676747396,895839.644,106454.5496,0.023804266,8044.77985,11.55555556,193.5555556,86.66666667,99.68888889,99.78888889,78.72224682,1312355,1301048.556,0,11306.44444,0,0,0,0.859997394,384.2222222,69.66666667,42.77777778,109.3333333,78.44444444,4.444444444,3.111111111,2.838888889,255.3333333,48.77777778,5.333333333,4.222222222,18.44444444,20.33333333,9.777777778,5.222222222,1.555555556,14.66666667,16.77777778,18.88888889,9.888888889,11.44444444,4.555555556,7.666666667,16.33333333,2.333333333,4.888888889,3.111111111,0.555555556,2.222222222,0.666666667,13,5.444444444,6.444444444,2.777777778,236.8888889,0.222222222,0.777777778,1,3.111111111,82.77777778,1,44.77777778,0,0,1,0,0,0,37.66666667,64.55555556,82.77777778,10.66666667,0,1,3,10.33333333,3.333333333,0,0,3.777777778,5,6,4,5.666666667,2.555555556,3,1,0,0,0,0,0,0,15.77777778,7.666666667,2.941333333,320785.3333,264626413.2,35838.88889,109910950.9,318048.4444,140584886,17196.11111,8072348.778,7194.666667,4447846.556,53685.77778,5599629.667,16777,5553670.333,7405.777778,10757507.78,39599.55556,5595339,5335.777778,1122567,5335.777778,1122567,214.6666667,1455531,217.7777778,1325535,325.7777778,1493452.556,319.2222222,1403365.333,90.55555556,261862.7778,"C","B","C"
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.48369722,73.04384956,89.18968099,72.09294727,0,0,0,0,0,0,0,21524,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,82.88888889,3255614.778,17.50666667,122379000.9,5.440950384,5.250174703,618811.631,430264.5604,0.032008695,3922.445256,11,82.22222222,77.77777778,98.46666667,93.01111111,78.72224682,2365426,2311138.222,0,54287.77778,0,0,0,2.291637538,109.1111111,53.11111111,34.55555556,62.77777778,52.22222222,3.111111111,2.888888889,1.075555556,99.11111111,17.33333333,0.888888889,0,7.333333333,10,3.222222222,2,0.222222222,4.555555556,5.666666667,17.22222222,2.222222222,5.444444444,1.444444444,6.111111111,3.555555556,0,0.111111111,0.444444444,0,1.222222222,0,5.444444444,1.111111111,2.555555556,1,184,0,0.333333333,3.444444444,3,59.11111111,0,43.44444444,0,0,1,0,2,0,31.33333333,40.33333333,59.11111111,9.333333333,0,0,2.888888889,3.888888889,1,1,0.111111111,1.777777778,3.444444444,9.777777778,2.222222222,5.444444444,1,3.444444444,0,0,0,0,0.555555556,0,1.555555556,6.888888889,4.777777778,2.498633333,244816.2222,85856098,14040,20854781.22,243523.3333,58878464.89,14484.33333,6985493.889,6590.888889,4199925,55397.33333,5614796.889,18160.44444,4913633.667,6956.555556,8865657.667,45876.44444,6525717.111,3672.666667,1033071.889,3672.666667,1033071.889,172.1111111,1156670,153.2222222,1145703.667,313.2222222,1272552.778,336.5555556,1542740.889,69.22222222,262264,"B","C","B"
